암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,SunStart,SunEnd,MonStart,MonEnd,TuesStart,TuesEnd,WedStart,WedEnd,ThursStart,ThursEnd,FriStart,FriEnd,SatStart,SatEnd
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,화명이비인후과의원,,,,,,,,,N,,,N,,,12시50분 -  14시00분,,,,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,사랑의의원,전차종점,전차종점에서 세종학원방향으로,10미터,20,N,,전부휴진,전부휴진,N,,,N,,,13시00분-14시00분,,09시00분-17시00분,09시00분-13시00분,,,0900,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,온누리신경과의원,,,,1,Y,"건물 지하주차장 ->진료 30분무료, 검사,1시간 영양제 1시간 무료, tcd+carotid+EMG 와 킬레이션시 최대 4시간 무료",휴무,휴무,N,,,N,,,12시30분~14시00분,없음,09시00분~18시00분,09시00분~12시30분,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,예스유비뇨기과의원,롯데시네마 장산역점,A동,3층,350,N,"주차장입구가 건물 뒷편 , 달맞이 방향. 투썸플레이스커피숍쪽으로",,,N,,,N,,,12시30분 - 14시00분,점심시간 없음,09시30분 - 19시00분,09시30분 - 14시00분,,,0930,1900,0930,1900,0930,1900,1400,1900,0930,1900,0930,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,윤욱돈내과의원,,,,20,N,건너편 삼익아파트주차,휴진,휴진,N,,,N,,,12시30~2시,,8시30분~6시00분 수요일 오전진료 8시30분~12시30분,8시30분~1시,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,한솔내과의원,부산은행 구서동지점 사거리,구서시장 방향,10m,30,N,,전부휴진,전부휴진,N,,,N,,,12:30~2:00,12:30~2:00,9:00-18:00,09:00-14:30,,,0900,1830,0900,1830,0900,1800,0900,1800,0900,1830,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,장대식정신건강의학과의원,지하철 연산역 7변출구,교대 방향 (목화예식장 방향),50m,10,Y,,휴진,휴진,N,,,N,,,1시~2시,,9시 30분,9시 30분,,,0930,1800,0930,1800,0930,1800,1400,1800,0930,1800,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,수마취통증의학과의원,해운대구 반여2동 1291-518 오꾸닭 건물 2층,반여2동 새마을금고에서 수협방향,20미터,,,,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,08시50분~17시30분,8시50분~12시30분,,,0900,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,향사랑외과의원,구서동 금정이-마트 건너편,구서역 3번출구 30m,,40,N,건물내 지하주차장,전부휴진,,Y,,,N,,,오후12시30분~오후2시(목요일:점심시간없이 오전진료),점심시간없이 오전진료,,,,,0900,1830,0900,1830,0900,1830,0900,1300,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,한정신건강의학과의원,,,,,,,휴진,오전9:00~오후1시,N,,,N,,,12시40분 ~ 오후1시 50분,없음,,,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,이상협안과의원,,,,,,,,,N,,,N,,,13시~14시,,오전 10시30분/오후 14시30분,오전 10시 30분,,,0930,0500,0930,0500,0930,1300,0930,0500,0930,0500,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,아이시티안과의원,경암빌딩 6층,쥬디스태화에서 범내골방향,,0,N,건물내 주차장 이용,휴뮤,9시30분~13시,N,,,N,,,13시~14시30분,13시~14시30분,"9시30분 ~ 18시30분(수요일12시30분,금요일 19시30분)",9시30분~17시30분,,,0930,1900,0930,1900,0930,1300,0930,1900,0930,2000,0930,1800
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,신세계소아청소년과의원,가야1치안센터,치안센터 정문을 등지고 오른쪽,,100,Y,,휴진,휴진,Y,,,N,,,13시00분~14시00분,,09시00분~18시00분,09시00분~13시00분,0000,0000,0900,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,이웃사랑의원,동래화목별동,정문맞은편,10m,,,,전부휴진,전부휴진,N,,,N,,,12시30분~14시00분,,09시00분~17시50분,09시00분~12시20분,,,0900,1800,0900,1800,0900,1230,0900,1800,0900,1800,0900,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,굿닥터의원,,,,,,,,,N,,,N,,,,,,,,,0900,1740,0900,1740,0900,1740,0900,1740,0900,1740,0900,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,아이튼튼소아청소년과의원,동래우체국,"부산은행, 농협방향",100m,3,N,"공영주차장에서 도보 50m, 30분 무료 주차",,,N,,,N,,,12:45~14:00,,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,나나재활의학과의원,나나재활의학과의원,,,10,N,,휴무,휴무,N,,,N,,,13시00분~14시00분,13시00분~13시30분,09시00분~18시30분,09시00분~14시30분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjODEjJDEjJDYjJDgz,미래의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시~14시,,09시30분-18시30분,09시30분-13시30분,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,하이뷰안과의원,,,,50,N,,휴진,휴진,N,,,N,,,1시00분~2시00분,없음,9시 00분~18시00분,9시00분~15시00분(점심시간없음),,,0930,1900,0930,1900,0930,1900,0930,1900,0930,2000,0930,1630
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,삼성정형외과의원,수영구 보건소,큰길 맞은편,,,,,휴진,휴진,N,,,N,,,13시00분~14시30분,,,,,,0900,1830,0900,1830,0900,1300,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDAjJDgz,인사랑내과영상의학과의원,,,,40,N,건물 뒷편 전용주차장,,,N,,,N,,,12:30~14:00,,8:30~17:30,8:30~12:00,,,0830,1800,0830,1800,0830,1230,0830,1800,0830,1800,0830,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,스타피부과의원,서면로 아이온시티빌딩 2층,,,100,Y,진료시간 내 무료,전부 휴진,오후 1시 이후,N,,,N,,,오후1시~2시,오후1시~2시,10시00분~20시00분,10시00분~17시00분,,,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1700
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,대연정형외과의원,대연정형외과의원,지하철 2호선 6번 출구 우측,10m(목화산부인과 건물 2층),,,"모든주차장, 롯데슈터 2층 bsc 주차장 이용 , 진료 1시간 무료",전부 휴진,전부 휴진,N,,,N,,,13시 00분 ~ 14시 30분,,접수시간 문의 요함,,,,0900,1830,0900,1830,0900,1300,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,큰나무정형외과의원,개금지하철역 1번출구,(입원실 완비) 출구방향으로,50미터,20,N,1시간 무료주차,휴진,휴진,N,,,N,,,12:30 ~ 14:00,없음,09:00 ~ 18:30,09:00 ~ 12:00,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1200
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,마디사랑정형외과의원,하은빌딩,,,11,N,"진료시간1시간, 입.퇴원시 2시간 무료",전부휴진,전부휴진,N,,,N,,,12:30~14:00,,09:00~18:00,09:00~13:00,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,한빛내과의원,,,,,,,,,N,,,N,,,,,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,맘편한내과의원,,,,,,,휴진,휴진,N,,,N,,,13:00 - 14:00,점심시간 없이 진료,09:00 - 19:30,09:00 - 15:00,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,미래영상의학과의원,,,,100,N,성완세띠앙상가내 주차장 혹은 일호주차장 1시간 무료 주차,전부휴진,오후 1시 이후,N,,,N,,,13시00분~14시00분,13시00분~14시00분,09시 00분~19시 30분,09시 00분~13시 00분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,사랑이넘치는의원,3호선 미남역 2번출구 50m앞,사직동 방향,50m,20,Y,1시간 무료,휴진,휴진,N,,,N,,,오후12시30분~2시,점심시간없습니다,오전9시~오후6시(진료시간 30분전까지),오전9시~오후1시,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,석동호정형외과의원,"더웰타워4,5층",연산동 지하철역 4번출구,10m,0,N,진료보시는 환자분은 2시간 무료주차입니다.,휴진,휴진,N,,,N,,,12시30분~14시00분,,,,,,0930,0600,0930,0600,0930,0600,0930,0600,0930,0600,0900,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,진안과의원,재송동 농협,맞은편,10m,10,N,지하주차장,전부 휴진,오후 1시이후,N,,,N,,,13시~14시,13시~14시,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,하나내과의원,,,,30,N,,,,N,,,N,,,12시40분~14시00분,12시40분~14시00분,10시00분~18시40분,10시00분~16시40분,1000,1640,1000,1840,1000,1840,1000,1840,1000,1840,1000,1840,1000,1640
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,길맥흉부외과의원,센텀브라이언빌딩,,센텀남대로 50,30,N,,전부휴진,전부휴진,N,,,N,,,12:30~14:00,,,,,,0900,1730,0900,1730,0900,1730,0900,1300,0900,1730,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,이민호이비인후과의원,,,,5,Y,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,큰내과의원,,,,,,,,,N,,,N,,,13:00 ~14:00,13:00 ~14:00,,,,,0900,1900,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,이승재정형외과의원,이승재정형외과,,,10,Y,,휴무,휴무,N,,,N,,,13:00~14:00,,9:00~17:30,9:00~12:30,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,김익곤정형외과의원,영도병원에서 영도 소방서 방향 10m 길 건너편,,,30,Y,진료1시간 무료,휴진,휴진,N,,,N,,,12시30분-14시00분,,8시30분-18시00분(수요일8시30분-12시30분),8시30분-12시30분,,,0830,1800,0830,1800,0830,1230,0830,1800,0830,1800,0830,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,원광메디칼영상의학과내과의원,롯데호텔 정문,맞은편,10M,30,Y,"병원출입구 반대편 타워주차장이용, 부분유료",휴진,휴진,N,,,N,,,12시30분 - 14시30분,,09시00분-15시30분,09시00분 - 12시30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,참조은내과의원,,,,,,,,,N,,,N,,,12시 50분-14시 00분,09시00분-13시 00분,18시10분까지,12시40분까지,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,굿모닝가정의원,,,,,,,,,N,,,N,,,12시30분~14시:00분,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,박무정의원,,,,,,,,,N,,,N,,,12시30분~14시00,,,,,,0900,1800,0900,1800,,,0900,1930,0900,1800,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,이원우내과의원,,,,,,,전부휴진,전부 휴진,N,,,N,,,12시45분~14시15분,,09시00분~18시00분,09시00분~13시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,(사)인구보건복지협회 부산시지회 가족보건의원,KBS 방송국,인구보건복지협회 부산지회 가족보건의원 정문에서 옆(좌),10m,20,N,만차시 남천성당 교우님은 가족보건의원 뒤 남천성당 이용하실 수 있습니다.,휴진,휴진,Y,051-624-5583,,Y,051-624-5582,,12시30분~13시30분,토요일 점심시간 없음,09시00분~17시20분,09시00분~13시20분,,,0900,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,세광의원,세광의원,,,10,N,,,,N,,,N,,,,,,,0830,1300,0830,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,부산아이센터안과의원,뉴코아아울렛,괴정지하철역방향,도보 2~3분,,,,전부 휴진,전부 휴진,N,,,N,,,12시 30분 ~ 14시 00분,점심시간 없음,09시 30분 ~ 18시 00분,09시 30분 ~ 12시 30분,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,박종성내과의원,부산은행,우측,100m,,,,휴무,휴무,N,,,N,,,12:30~14:00,,"월,금-09:00~19:00  화,수-09:00~18:00  목-09:00~12:00",09:00~13:00,,,0900,1900,0900,1800,0900,1800,0900,1200,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,황성기이비인후과의원,부암로터리 내 상가 고약국 2층,부암 마제스타워,,,,,휴진,휴진,N,,,N,,,13시00분~14시20분,,09시00분~18시00분,09시00분~12시30분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,이준희이비인후과의원,개금 홈플러스,홈플러스에서 주례방향으로 직진,,,,,,,N,,,N,,,13시 ~ 14시,13시 ~ 14시,,,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,구정태내과의원,사직2동 쌍용예가아파트 단지,정문아래,50미터,,,,전부 휴진,전부휴진,N,,,N,,,12시30분~14시00분,12시30분~14시00분,09시00분~18시00분,09시00분~18시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,김봉관소아과의원,김봉관소아청소년과의원,사직동쌍용예가입구,200M,20,Y,"진료40분무료,사직주차장",휴진,휴진,N,,,N,,,13시00분~14시30분,,08시40분,08시40분,,,0900,1830,0900,1830,1430,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,해운대산부인과의원,,,,5,N,1.2.3층 병원 공동 사용,휴진,휴진,N,,,N,,,12~2시,,"오전 9~11:30, 오후 2~5:30",오전9~11:30,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,이상주비뇨기과의원,우리메디칼 6층 이상주피부비뇨기과,지하철 괴정역 1번 출구에서 하단방향,100m,30,N,,,휴진,N,,,N,,,12시50분~2시,,,,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjODEjJDEjJDYjJDgz,성암정형외과의원,충렬로타리,해운대방향으로,150m,3,N,병원 건물 뒤에 주차장있음,휴진,휴진,N,,,N,,,13시00분~14시00분,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,아이웰이홍영안과의원,괴정 농협,대티방향,도보 1분,,,,전부 휴진,전부 휴진,N,,,N,,,12시 ~ 14시 00분,,09시 30분 ~ 18시 00분,,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,천성의원,영도구청 부근,영도구청에서 한진중공업 방향,150m,9,N,,휴진,휴진,N,,,N,,,12시30분~13시00분,없음,09시00분~18시00분,,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,김성규내과의원,,,,,,,,,N,,,N,,,1:00 ~ 2:15,,,,,,0900,0600,0900,0600,0900,1230,0900,0600,0900,0600,0900,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,박성배피부과의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,오후 12시30~ 오후2시,,09시30분~18시00분,09시30분~13시00분,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,김백순이비인후과의원,동래경찰서 뒷쪽,성완세띠앙 아파트 상가 건물 3층,5m이내,20,Y,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,9시30분 ~ 18시00분  목요일(오후진료) 14시00분~18시00분,9시30분~12시30분,,,0930,1800,0930,1800,0930,1800,1400,1800,0930,1800,0930,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz,영남내과의원,범천 파출소,범일 농협,50m이내,,,근처 유로주차장 이용,휴무,휴무,N,,,N,,,12시30분~14시00분,,,,,,0900,1800,0900,1800,1400,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,누가정형외과재활의학과의원,동일고무벨트 옆,,,1,N,,전부휴진,전부휴진,N,,,N,,,12시30분-14시00분,,09시00분-18시30분,09시00분-12시30분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,한순자소아청소년과의원,남산정역 (덕천삼정그린코아아파트),4번출구,50m,3,Y,덕천삼정그린코아아파트 정문으로 오시면 주차 가능하십니다. (무료),전부휴진,전부휴진,N,,,N,,,13시~14시,없음,9시30분~17시30분,9시30분~12시30분,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,김대석외과의원,반송성당,반송성당 정문에서 우측,100m,,,,전부휴진,전부휴진,N,,,N,,,12시40분 - 2시00분,12시40분 - 2시00분,9시00분 - 18시50분,9시00분 - 2시50분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,박성인안과의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,,,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,박규욱비뇨기과의원,지하철4호선 수안역(동래사거리)에서 안락동방향 50 m 거리,"동래시장 맞은편, 약국거리에 위치 (인촌빌딩내)",,25,N,주차장 진입하기 편함.,전부휴진,전부휴진,N,,,N,,,13시00분 - 14시00분,,09시00분 - 18시00분,09시00분 - 15시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,성백운소아청소년과가정의학과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시30분~14시00분,,,,,,0900,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,마리나정형외과의원,반송 소방서,반송 소벙서 바로옆건물 서울메디칼센타 7층,약 10 미터,20,N,외래진료시 2시간무료,일요일은 휴진 합니다,09시 00분 - 13시 00분 오전 진료합니다.,N,,,N,,,13시 00 - 14시 00분,점심시간 없이 진료함.,09시 00분 - 19:00분,09시 00분 - 16시 00분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600
